district,neighborhood,room,living room,area (m2),age,floor,price,neighbourhoodScore
 Fatih , Sumbul Efendi,3,1,120,3,0,35100,E
 Besiktas , Akat,3,1,120,31,2,52000,A+
 Bagcilar , Kemalpasa,2,1,108,30,4,13000,D
 Kagithane , Hamidiye,3,1,145,25,2,25000,E
 Kagithane , Celiktepe,2,1,130,16,5,19000,C
 Kagithane , Hamidiye,1,0,50,3,6,37000,E
 Umraniye , Ihlamurkuyu,2,1,75,5,1,22000,D
 Sisli , Pasa,2,1,98,6,1,23000,C
 Atasehir , Kayisdagi,1,0,40,5,1,15000,B
 Gaziosmanpasa , Merkez,3,1,135,3,1,24000,D
 Besiktas , Cihannuma,3,1,120,31,4,35000,A
 Fatih , Seyyid Omer,2,1,85,40,4,15000,D
 Zeytinburnu , Sumer,3,1,130,30,9,45000,C
 Sisli , Cumhuriyet,1,1,93,13,21,56000,D
 Buyukcekmece , Kumburgaz,2,1,155,3,2,19500,C+
 Esenyurt , Namik Kemal,2,1,88,5,1,15000,E
 Kagithane , Sultan Selim,1,1,90,11,3,20000,D
 Bagcilar , Fevzi Cakmak,2,1,110,26,2,15000,E
 Fatih , Sehremini,2,1,100,26,0,17500,C
 Sultangazi , Cebeci,2,1,95,3,5,25000,E
 Kagithane , Caglayan,3,1,150,0,6,30000,C+
 Beyoglu , Purtelas Hasan Efendi,3,1,150,30,4,90000,A
 Uskudar , Selami Ali,3,1,130,35,3,35000,B
 Sisli , Merkez,3,1,135,35,4,36500,D
 Basaksehir , Guvercintepe,2,1,95,0,4,26000,D
 Kucukcekmece , Kanarya,2,1,90,3,0,15000,C
 Umraniye , Parseller,4,1,230,16,0,90000,D
 Eyupsultan , Aksemsettin,1,1,90,2,5,21000,E
 Besiktas , Dikilitas,2,1,130,11,-1,35000,A
 Bagcilar , Yavuz Selim,2,1,120,31,6,17000,E
 Eyupsultan , Esentepe,2,1,90,16,2,22000,D
 Kucukcekmece , Yesilova,1,1,65,5,1,20000,C
 Avcilar , Firuzkoy,1,1,120,40,2,8000,C
 Bakirkoy , Senlikkoy,1,1,110,16,0,50000,A
 Fatih , Seyyid Omer,2,1,110,45,4,22500,D
 Kucukcekmece , Gultepe,2,1,100,5,2,30000,E
 Kartal , Yakacik Carsi,3,1,120,26,1,26000,B
 Basaksehir , Bahcesehir 1. Kisim,2,1,128,5,8,24000,B+
 Kagithane , Ortabayir,2,1,130,11,2,32000,C+
 Kadikoy , Suadiye,4,1,285,21,2,160000,A+
 Kagithane , Seyrantepe,2,1,115,4,7,70000,C+
 Bayrampasa , Yenidogan,2,1,80,30,3,18000,E
 Adalar , Maden,2,1,85,30,0,30000,C+
 Gaziosmanpasa , Merkez,1,1,65,25,1,12000,D
 Atasehir , Icerenkoy,1,1,55,20,1,20000,B+
 Fatih , Aksemsettin,1,1,65,39,1,17000,E
 Bahcelievler , Zafer,2,1,90,30,4,13500,C+
 Kadikoy , Suadiye,3,1,200,4,6,110000,A+
 Besiktas , Yildiz,1,1,60,20,3,40000,A
 Zeytinburnu , Seyitnizam,2,1,120,23,3,15000,D
 Sariyer , Maslak,3,1,170,11,16,80000,B+
 Kucukcekmece , Kartaltepe,2,1,100,30,2,20000,D
 Esenyurt , Battalgazi,2,1,90,8,3,10000,E
 Bakirkoy , Senlikkoy,4,1,220,29,2,90000,A
 Eyupsultan , Gokturk Merkez,2,1,105,17,2,42000,B+
 Fatih , Yavuz Sultan Selim,1,1,70,30,3,22000,D
 Beyoglu , Kocatepe,2,1,85,35,1,25000,E
 Bayrampasa , Yenidogan,2,1,95,30,1,15000,E
 Silivri , Selimpasa,2,1,85,55,0,15000,C
 Besiktas , Levent,4,1,220,11,11,200000,A+
 Sile , Mesrutiyet,4,1,145,4,0,45000,B+
 Kadikoy , Egitim,3,1,150,21,5,38500,A
 Sisli , Mecidiyekoy,1,1,80,4,2,42000,B+
 Fatih , Sehremini,2,1,80,30,0,17000,C
 Besiktas , Gayrettepe,1,1,57,0,2,45000,A+
 Sariyer , Tarabya,3,1,235,4,5,180000,A+
 Fatih , Koca Mustafapasa,1,1,65,30,2,16000,E
 Zeytinburnu , Veliefendi,2,1,100,26,2,20000,D
 Bagcilar , 100. Yil,1,1,80,5,2,15000,D
 Avcilar , Denizkoskler,2,1,55,0,1,18000,B
 Bakirkoy , Senlikkoy,4,1,280,19,2,85000,A
 Eyupsultan , Aksemsettin,4,1,170,16,4,25000,E
 Sariyer , Cumhuriyet,2,1,100,28,0,15000,D
 Uskudar , Murat Reis,1,1,60,0,0,25000,B+
 Maltepe , Altintepe,3,2,220,30,5,55000,A
 Besiktas , Bebek,2,1,100,26,3,115000,A+
 Beylikduzu , Baris,3,1,145,23,4,26000,B+
 Kagithane , Celiktepe,2,1,75,25,0,20000,C
 Besiktas , Gayrettepe,2,1,150,15,5,98000,A+
 Sariyer , Maslak,3,1,170,14,20,90000,B+
 Kadikoy , Osmanaga,1,1,65,3,3,36000,A
 Sariyer , Yenikoy,4,1,240,30,4,70000,E
 Kagithane , Hamidiye,1,0,45,3,8,37000,E
 Bakirkoy , Senlikkoy,4,1,220,26,2,85000,A
 Kucukcekmece , Kartaltepe,1,1,55,2,3,30000,D
 Esenyurt , Koza,1,1,70,11,16,15000,B+
 Pendik , Sapan Baglari,2,1,94,0,2,31000,B
 Beyoglu , Gumussuyu,1,1,50,8,4,45000,C+
 Fatih , Ayvansaray,1,0,22,16,0,14000,E
 Cekmekoy , Sogukpinar,5,1,190,5,12,29500,B
 Besiktas , Ortakoy,3,1,215,5,2,265000,C+
 Sisli , Gulbahar,2,1,92,25,4,3500000,B+
 Sisli , Eskisehir,1,1,65,35,4,15000,C
 Esenler , Fatih,2,1,115,26,1,21000,E
 Beykoz , Acarlar,1,1,98,0,2,60000,A+
 Beylikduzu , Baris,1,1,120,8,3,23000,B+
 Besiktas , Levent,2,1,265,5,11,120000,A+
 Gungoren , Akincilar,2,1,90,35,4,20000,C
 Maltepe , Altintepe,3,1,115,30,2,20000,A
 Esenyurt , Guzelyurt,1,1,95,5,21,18000,E
 Buyukcekmece , Bahcelievler,3,1,180,15,2,30000,C+
 Beylikduzu , Dereagzi,7,1,330,0,0,74000,C
 Kadikoy , Fenerbahce,5,1,300,21,13,260000,A+
 Avcilar , Cihangir,2,1,80,10,4,18000,B
 Esenyurt , Saadetdere,2,1,110,11,4,15000,D
 Sariyer , Resitpasa,3,1,130,25,1,35000,B+
 Sancaktepe , Kemal Turkler,2,1,90,4,2,20000,E
 Basaksehir , Bahcesehir 2. Kisim,1,1,72,11,4,21500,B+
 Beyoglu , Yahya Kahya,5,1,130,35,3,35000,E
 Adalar , Burgazada,4,1,250,45,2,45000,B+
 Maltepe , Findikli,2,1,90,5,3,25000,C+
 Kagithane , Celiktepe,3,1,160,16,4,22000,C
 Kucukcekmece , Fatih,2,1,110,32,1,17250,E
 Uskudar , Cumhuriyet,2,1,75,12,1,21000,D
 Esenyurt , Balikyolu,2,1,90,5,0,10500,E
 Esenyurt , Esenkent,1,0,72,11,4,20000,E
 Kartal , Orta,1,1,65,11,3,24250,E
 Kucukcekmece , Cumhuriyet,3,2,200,15,4,35000,D
 Fatih , Cerrahpasa,2,1,75,40,4,15000,C
 Sisli , Harbiye,2,1,90,15,1,27000,A
 Avcilar , Gumuspala,2,1,130,13,0,17000,C
 Buyukcekmece , Fatih,3,1,170,26,2,21000,E
 Kucukcekmece , Halkali Merkez,3,1,160,0,4,55000,C
 Arnavutkoy , Anadolu,2,1,90,17,1,11000,D
 Uskudar , Bulgurlu,2,1,85,25,0,20000,B+
 Buyukcekmece , Fatih,5,1,220,24,4,25000,E
 Kagithane , Sultan Selim,1,0,30,20,0,6500,D
 Umraniye , Namik Kemal,3,1,105,21,1,45000,E
 Beylikduzu , Marmara,2,1,110,1,4,42000,C+
 Sariyer , Ayazaga,3,1,158,4,12,90000,C
 Kagithane , Seyrantepe,2,1,100,0,2,40000,C+
 Kagithane , Hamidiye,3,1,160,0,4,35000,E
 Esenler , Tuna,2,1,100,8,2,18000,E
 Kucukcekmece , Fevzi Cakmak,3,1,120,30,1,22000,E
 Bahcelievler , Bahcelievler,3,1,120,40,1,30000,C+
 Sariyer , Ayazaga,3,1,125,11,3,29500,C
 Sisli , Mesrutiyet,1,1,74,5,1,35000,B+
 Beykoz , Acarlar,2,1,150,0,4,75000,A+
 Umraniye , Necip Fazil,2,1,100,5,1,23000,E
 Kadikoy , Osmanaga,1,1,75,31,0,25000,A
 Bakirkoy , Senlikkoy,2,1,115,7,0,50000,A
 Esenyurt , Talatpasa,2,1,95,6,2,14000,D
 Sariyer , Maslak,2,1,124,11,1,75000,B+
 Beyoglu , Katip Mustafa Celebi,1,0,25,50,2,20000,C+
 Fatih , Koca Mustafapasa,2,1,95,31,4,20000,E
 Besiktas , Levazim,2,1,179,5,1,240000,A+
 Umraniye , Necip Fazil,3,1,120,31,4,30250,E
 Uskudar , Guzeltepe,5,1,500,11,0,250000,B
 Sancaktepe , Fatih,3,1,145,16,9,23000,E
 Basaksehir , Altinsehir,2,1,90,11,0,12000,D
 Beylikduzu , Cumhuriyet,2,1,92,0,4,35000,D
 Atasehir , Inonu,1,1,59,8,-1,21500,E
 Beylikduzu , Adnan Kahveci,2,1,80,5,6,20000,B+
 Pendik , Kaynarca,3,1,165,15,4,50000,C
 Maltepe , Idealtepe,4,1,210,0,4,80000,A
 Eyupsultan , Gokturk Merkez,2,1,160,11,2,70000,B+
 Sisli , Cumhuriyet,1,0,50,10,2,31000,D
 Beyoglu , Sururi Mehmet Efendi,1,1,65,5,1,25000,E
 Maltepe , Findikli,3,1,140,11,8,49750,C+
 Beylikduzu , Yakuplu,1,1,36,1,2,23000,E
 Sisli , Mecidiyekoy,1,1,70,4,3,35000,B+
 Besiktas , Levent,2,1,260,5,21,140000,A+
 Kagithane , Celiktepe,2,1,85,27,2,19000,C
 Avcilar , Universite,2,1,110,5,2,7000,B
 Kadikoy , Erenkoy,4,1,180,33,11,53000,A
 Sisli , Mecidiyekoy,1,1,65,4,4,25000,B+
 Kartal , Cevizli,3,1,100,27,1,23000,C+
 Sisli , Mecidiyekoy,2,1,75,5,0,15000,B+
 Gungoren , Maresal Cakmak,3,1,105,25,1,28000,D
 Kucukcekmece , Kanarya,2,1,85,25,0,12000,C
 Kagithane , Yahya Kemal,2,1,85,26,3,21000,E
 Zeytinburnu , Merkezefendi,2,1,105,16,16,32000,D
 Beyoglu , Firuzaga,1,1,28,35,1,25000,B
 Beykoz , Anadolu Hisari,3,1,110,40,0,20000,A
 Kadikoy , Acibadem,3,1,155,5,3,70000,A+
 Sisli , Ferikoy,1,1,85,35,-1,12000,B
 Adalar , Maden,1,1,50,40,1,20000,C+
 Avcilar , Denizkoskler,2,1,90,17,0,16000,B
 Besiktas , Ulus,2,1,100,35,1,39000,C+
 Esenyurt , Akevler,3,1,130,0,2,18000,B
 Adalar , Nizam,1,1,75,50,2,35000,B+
 Adalar , Maden,4,1,135,31,3,50000,C+
 Uskudar , Aziz Mahmut Hudayi,3,2,210,1,4,85000,A
 Cekmekoy , Cumhuriyet,2,1,85,5,2,18000,D
 Sisli , Inonu,2,1,90,35,-1,20000,E
 Sisli , Cumhuriyet,1,1,90,13,9,48000,D
 Beylikduzu , Kavakli,4,1,230,0,2,50000,E
 Esenler , Orucreis,2,1,135,26,3,17000,E
 Bagcilar , 15 Temmuz,2,1,90,31,2,14000,
 Beyoglu , Piri Pasa,1,1,60,26,1,14000,E
 Esenler , Nine Hatun,2,1,100,24,4,17500,E
 Atasehir , Kayisdagi,1,1,40,5,1,20000,B
 Kucukcekmece , Fevzi Cakmak,1,1,60,28,4,13000,E
 Bahcelievler , Soganli,3,1,105,35,2,16000,B
 Kagithane , Ortabayir,3,1,135,26,1,25000,C+
 Kagithane , Sultan Selim,1,1,80,17,3,20000,D
 Beylikduzu , Yakuplu,2,1,110,2,0,25000,E
 Esenler , Turgut Reis,2,1,1000,30,-1,13000,E
 Uskudar , Icadiye,2,1,85,35,1,27000,B+
 Bagcilar , Demirkapi,2,1,90,26,1,17000,D
 Kucukcekmece , Yesilova,3,1,120,26,5,20000,C
 Kagithane , Ortabayir,2,1,85,16,1,21000,C+
 Bahcelievler , Zafer,2,1,90,11,5,26000,C+
 Gaziosmanpasa , Karadeniz,2,1,136,10,2,38000,E
 Atasehir , Kayisdagi,1,1,50,4,3,25250,B
 Uskudar , Kuleli,3,1,110,26,3,25000,C
 Uskudar , Aziz Mahmut Hudayi,3,2,210,1,4,85000,A
 Beyoglu , Halicioglu,2,1,85,26,2,23000,D
 Uskudar , Bahcelievler,2,1,105,21,5,32000,C+
 Beyoglu , Mueyyetzade,1,1,45,50,0,30000,A
 Kartal , Yakacik Yeni,3,1,110,5,2,27000,C
 Beykoz , Yalikoy,2,1,110,25,4,20000,E
 Sariyer , Zekeriyakoy,1,1,81,8,3,48000,A
 Bayrampasa , Yildirim,2,1,120,32,4,25000,D
 Kadikoy , Osmanaga,1,1,60,25,2,25000,A
 Sariyer , Zekeriyakoy,1,1,55,2,-1,40000,A
 Beylikduzu , Sahil,2,1,76,1,0,32000,D
 Sisli , Merkez,1,0,40,28,5,26000,D
 Kucukcekmece , Fatih,2,1,80,0,13,25000,E
 Kagithane , Emniyet Evleri,3,1,130,23,4,32500,B
 Beylikduzu , Buyuksehir,3,1,125,25,4,22000,B+
 Tuzla , Postane,2,1,80,35,0,29000,B+
 Kagithane , Hamidiye,2,1,130,2,8,80000,E
 Kagithane , Harmantepe,1,1,76,23,2,16000,E
 Maltepe , Findikli,1,0,55,5,0,16800,C+
 Fatih , Seyyid Omer,1,1,65,38,3,16000,D
 Beykoz , Goztepe,3,1,120,16,2,30000,E
 Gaziosmanpasa , Fevzi Cakmak,2,1,90,10,1,20000,E
 Kagithane , Ortabayir,1,1,60,6,3,33000,C+
 Fatih , Dervis Ali,2,1,70,35,2,12000,E
 Kagithane , Gursel,2,1,90,20,2,21000,B
 Silivri , Cumhuriyet,3,1,135,11,4,20000,D
 Fatih , Mimar Hayrettin,1,0,50,30,4,27000,D
 Maltepe , Altintepe,2,1,90,0,2,42500,A
 Sariyer , Huzur,2,1,128,4,10,70000,E
 Kagithane , Sultan Selim,2,1,100,26,3,19000,D
 Sisli , Pasa,2,1,95,8,2,25000,C
 Bahcelievler , Bahcelievler,3,1,140,42,2,43000,C+
 Sisli , Duatepe,2,1,80,25,1,40000,B+
 Sisli , Ferikoy,2,1,80,32,4,19000,B
 Kagithane , Sirintepe,1,1,85,20,5,18000,D
 Kagithane , Gursel,2,1,100,25,0,25000,B
 Beyoglu , Purtelas Hasan Efendi,1,1,75,31,-1,32000,A
 Tuzla , Aydinli,1,1,65,11,-1,19000,B
 Sariyer , Pinar,1,1,50,31,0,11000,E
 Fatih , Cerrahpasa,2,1,100,45,4,18000,C
 Avcilar , Merkez,1,0,55,0,0,15000,D
 Besiktas , Turkali,2,1,85,40,3,30000,A
 Zeytinburnu , Nuripasa,2,0,120,30,2,23500,C+
 Besiktas , Akat,2,1,85,27,4,50000,A+
 Kagithane , Celiktepe,2,1,75,32,0,22500,C
 Besiktas , Gayrettepe,1,1,57,0,1,45000,A+
 Sisli , Eskisehir,1,1,85,35,0,20500,C
 Beyoglu , Katip Mustafa Celebi,1,0,28,60,4,20000,C+
 Bakirkoy , Senlikkoy,4,1,250,23,0,95000,A
 Kagithane , Hamidiye,2,1,100,4,6,45000,E
 Maltepe , Altintepe,3,1,140,10,4,42000,A
 Uskudar , Aziz Mahmut Hudayi,2,1,75,0,3,36000,A
 Sariyer , Istinye,3,1,120,30,2,41000,B
 Besiktas , Turkali,3,1,150,26,4,45000,A
 Eyupsultan , Karadolap,2,1,80,5,4,22000,C
 Besiktas , Etiler,4,1,280,21,2,340000,A+
 Bakirkoy , Sakizagaci,2,1,147,2,3,87500,B+
 Sariyer , Maslak,2,1,145,6,10,70000,B+
 Uskudar , Cumhuriyet,3,1,130,25,4,36000,D
 Beyoglu , Sahkulu,3,1,140,100,3,65000,B+
 Beykoz , Cigdem,3,11,135,25,0,30000,D
 Esenyurt , Pinar,2,1,90,5,0,8000,E
 Arnavutkoy , Islambey,1,1,75,4,1,12000,E
 Gaziosmanpasa , Sarigol,2,1,95,31,3,18000,D
 Umraniye , Istiklal,3,1,275,23,4,75000,D
 Bagcilar , Inonu,2,1,80,27,4,14500,E
 Fatih , Hirka-i Serif,4,2,140,40,5,35000,D
 Sisli , Bozkurt,2,1,100,34,0,30000,B+
 Avcilar , Denizkoskler,2,1,75,0,0,18000,B
 Zeytinburnu , Telsiz,2,1,75,30,3,15500,E
 Silivri , Selimpasa,2,1,85,55,2,15000,C
 Sisli , Eskisehir,3,1,120,50,3,33000,C
 Beyoglu , Cihangir,2,1,90,35,2,35000,B
 Umraniye , Saray,2,1,117,14,12,52000,A+
 Beylikduzu , Gurpinar,3,1,130,20,5,13000,D
 Fatih , Seyyid Omer,2,1,75,35,3,25000,D
 Umraniye , Namik Kemal,2,1,105,18,4,18000,E
 Atasehir , Kayisdagi,1,1,65,4,1,22500,B
 Sariyer , Tarabya,3,1,135,21,1,59000,A+
 Esenyurt , Yesilkent,1,1,85,4,3,15000,E
 Zeytinburnu , Seyitnizam,2,1,95,0,3,21000,D
 Kadikoy , Osmanaga,1,1,70,35,4,36000,A
 Kagithane , Caglayan,1,1,75,11,6,25750,C+
 Esenler , Nine Hatun,2,1,110,26,5,20000,E
 Sisli , Ferikoy,2,1,80,30,0,20000,B
 Eyupsultan , Aksemsettin,3,1,130,21,1,23500,E
 Beylikduzu , Baris,3,1,145,20,5,26000,B+
 Basaksehir , Kayabasi,2,1,85,11,-1,20000,C+
 Beylikduzu , Kavakli,2,1,80,4,0,14000,E
 Esenyurt , Yesilkent,2,1,135,5,21,20000,E
 Kagithane , Sirintepe,2,1,100,40,-1,16000,D
 Gungoren , Abdurrahman Nafiz Gurman,4,1,160,35,8,27000,B
 Pendik , Camcesme,1,1,65,35,0,9500,D
 Kadikoy , Kozyatagi,3,1,115,6,5,65000,A
 Sisli , Eskisehir,1,1,65,40,1,18000,C
 Kadikoy , Suadiye,3,1,104,5,2,59000,A+
 Beykoz , Acarlar,3,1,220,16,0,110000,A+
 Sisli , Yayla,2,1,90,30,-1,17000,D
 Besiktas , Levent,3,1,200,5,21,170000,A+
 Kucukcekmece , Yesilova,2,1,110,27,4,19000,C
 Kucukcekmece , Halkali Merkez,2,1,110,22,0,17000,C
 Esenyurt , Zafer,1,1,70,9,13,14000,C+
 Esenler , Kemer,2,1,100,35,4,12000,E
 Besiktas , Visnezade,1,1,65,35,1,27000,A+
 Uskudar , Bulgurlu,3,1,115,4,2,39500,B+
 Sariyer , Kumkoy,2,1,150,25,4,50000,
 Maltepe , Baglarbasi,1,0,30,11,2,20000,C
 Sisli , 19 Mayis,1,1,134,16,21,70000,
 Fatih , Koca Mustafapasa,1,1,65,19,3,18000,E
 Kadikoy , Bostanci,2,1,115,30,1,60000,A
 Esenler , Orucreis,2,1,120,26,5,20000,E
 Sisli , Merkez,2,1,110,4,21,75000,D
 Kagithane , Seyrantepe,3,1,157,4,12,90000,C+
 Sariyer , Maslak,3,1,130,6,13,65000,B+
 Maltepe , Idealtepe,3,1,125,30,5,40000,A
 Bagcilar , Demirkapi,2,1,100,35,0,16000,D
 Kagithane , Caglayan,3,1,120,30,3,25000,C+
 Fatih , Mevlanakapi,2,1,65,45,1,16000,E
 Fatih , Mevlanakapi,2,1,85,6,0,8000,E
 Beyoglu , Omer Avni,1,0,25,40,0,15000,A
 Fatih , Sehremini,1,1,65,45,1,16500,C
 Besiktas , Cihannuma,2,1,150,31,3,132000,A
 Kagithane , Yahya Kemal,1,1,88,5,4,30000,E
 Besiktas , Ortakoy,3,1,200,15,4,90000,C+
 Kagithane , Seyrantepe,4,1,200,0,8,95000,C+
 Sancaktepe , Emek,1,1,68,10,7,28550,D
 Kadikoy , Merdivenkoy,2,1,70,0,1,42500,A
 Atasehir , Inonu,1,0,43,5,4,21000,E
 Beylikduzu , Marmara,4,1,180,0,4,65000,C+
 Atasehir , Kucukbakkalkoy,3,1,120,17,1,32500,A
 Basaksehir , Guvercintepe,3,1,130,11,3,14000,D
 Pendik , Gullu Baglar,1,1,70,3,3,25000,D
 Gaziosmanpasa , Karayollari,2,1,114,11,8,50000,E
 Kadikoy , Goztepe,1,1,102,9,5,75000,E
 Eyupsultan , Gokturk Merkez,2,1,123,11,3,63000,B+
 Esenyurt , Piri Reis,2,1,115,8,15,19000,C
 Besiktas , Levent,3,1,360,5,21,180000,A+
 Sariyer , Buyukdere,3,1,150,31,2,85000,B+
 Buyukcekmece , Cakmakli,2,1,140,0,6,45000,C
 Sile , Ahmetli,3,1,140,5,0,47000,C
 Kagithane , Sultan Selim,1,1,50,2,-1,20000,D
 Sultanbeyli , Necip Fazil,2,1,130,16,4,15000,E
 Kagithane , Caglayan,1,1,55,6,2,13000,C+
 Eyupsultan , Nisanci,1,0,23,26,-1,12000,C+
 Bakirkoy , Yesilkoy,3,1,135,3,1,85000,A+
 Bakirkoy , Yenimahalle,1,0,35,0,0,18000,E
 Beyoglu , Cihangir,1,1,60,50,2,35000,B
 Bagcilar , Merkez,2,1,110,30,3,20000,D
 Fatih , Koca Mustafapasa,2,1,75,36,0,17000,E
 Avcilar , Denizkoskler,2,1,75,25,1,10000,B
 Atasehir , Yeni Camlica,2,1,110,25,2,20000,E
 Sisli , Eskisehir,4,1,140,15,3,38000,C
 Esenyurt , Barbaros Hayrettin Pasa,3,1,190,9,6,30000,E
 Basaksehir , Kayabasi,3,1,140,5,15,35000,C+
 Beylikduzu , Kavakli,4,2,300,5,2,35000,E
 Beykoz , Anadolu Hisari,3,1,135,31,3,50000,A
 Bakirkoy , Senlikkoy,4,1,220,20,3,77000,A
 Sisli , Mecidiyekoy,2,1,95,9,-2,16000,B+
 Sisli , Fulya,4,1,200,35,3,55000,A
 Zeytinburnu , Yesiltepe,2,1,110,25,-1,15000,D
 Beyoglu , Cihangir,2,1,70,30,-1,18000,B
 Sisli , Cumhuriyet,1,1,88,13,21,59000,D
 Kucukcekmece , Halkali Merkez,2,0,120,26,2,15000,C
 Esenyurt , Koza,3,1,150,1,1,32000,B+
 Kagithane , Sultan Selim,2,1,90,11,1,23000,D
 Sariyer , Maslak,3,1,133,15,0,15000,B+
 Esenler , Kazim Karabekir,3,1,110,26,2,20000,E
 Uskudar , Selami Ali,5,1,246,26,5,85000,B
 Fatih , Sumbul Efendi,2,1,78,40,1,20000,E
 Kucukcekmece , Gultepe,2,1,85,30,5,15500,E
 Kagithane , Ortabayir,2,1,90,1,2,30000,C+
 Kagithane , Telsizler,1,1,65,30,1,15000,C+
 Tuzla , Mimar Sinan,2,1,115,4,3,23000,E
 Bahcelievler , Sirinevler,2,1,100,30,2,18000,B
 Kadikoy , Suadiye,3,1,170,31,4,125000,A+
 Avcilar , Mustafa Kemal Pasa,3,1,140,21,2,17000,E
 Sisli , 19 Mayis,3,1,165,21,1,40000,
 Kucukcekmece , Kartaltepe,2,1,110,29,2,22000,D
 Bahcelievler , Zafer,2,1,90,16,0,20500,C+
 Beyoglu , Cihangir,2,1,100,31,2,50000,B
 Esenyurt , Cinar,2,1,85,10,1,14000,D
 Kagithane , Seyrantepe,1,1,55,2,13,40000,C+
 Sisli , Yayla,2,1,80,20,1,20000,D
 Besiktas , Gayrettepe,4,1,140,31,3,93000,A+
 Bahcelievler , Bahcelievler,2,1,70,0,1,40000,C+
 Basaksehir , Ziya Gokalp,1,1,74,16,17,25000,C
 Sile , Balibey,4,2,220,16,0,45000,C+
 Besiktas , Etiler,2,1,240,20,5,230000,A+
 Besiktas , Nisbetiye,4,1,360,1,20,300000,A+
 Besiktas , Sinanpasa,2,1,80,40,3,35000,A
 Maltepe , Idealtepe,3,1,100,8,0,38000,A
 Esenyurt , Koza,2,1,200,4,21,30000,B+
 Sisli , Ferikoy,1,1,74,0,0,34000,B
 Maltepe , Altintepe,2,1,88,0,2,42500,A
 Bahcelievler , Bahcelievler,4,1,210,21,1,57000,C+
 Sisli , Pasa,2,1,95,8,2,25000,C
 Sariyer , Ayazaga,3,1,145,16,6,38500,C
 Avcilar , Cihangir,2,1,93,30,1,13000,B
 Kagithane , Hamidiye,2,1,80,0,1,24000,E
 Basaksehir , Kayabasi,2,1,75,13,8,20000,C+
 Fatih , Aksaray,3,1,170,40,5,40000,E
 Umraniye , Camlik,2,1,110,5,2,30000,E
 Fatih , Molla Gurani,2,1,90,30,2,20000,B
 Uskudar , Zeynep Kamil,3,1,180,26,3,58000,C+
 Sariyer , Maslak,3,1,170,10,10,84999,B+
 Kucukcekmece , Atakent,2,1,85,15,7,27500,C+
 Bakirkoy , Atakoy 3-4-11. Kisim,2,1,105,36,1,40000,A
 Sariyer , Ayazaga,2,1,108,20,2,23000,C
 Beyoglu , Kuloglu,3,1,165,91,3,65000,A
 Kadikoy , Rasimpasa,2,1,75,19,1,10000,A+
 Beylikduzu , Cumhuriyet,2,1,125,25,4,35000,D
 Beylikduzu , Adnan Kahveci,3,1,210,16,13,25000,B+
 Beyoglu , Huseyinaga,1,0,33,55,2,18000,C
 Kucukcekmece , Cennet,2,1,120,10,5,40000,B
 Sariyer , Maslak,4,1,386,5,14,155000,B+
 Maltepe , Feyzullah,3,2,240,30,3,75000,A
 Sisli , Mecidiyekoy,1,1,108,11,0,17000,B+
 Sariyer , Zekeriyakoy,4,1,250,16,1,100000,A
 Besiktas , Turkali,2,1,110,26,4,37000,A
 Beyoglu , Gumussuyu,2,1,120,50,2,42000,C+
 Eyupsultan , Guzeltepe,2,1,125,5,12,58000,B
 Uskudar , Aziz Mahmut Hudayi,1,1,63,0,5,35000,A
 Sariyer , Emirgan,2,1,235,25,5,215000,A
 Cekmekoy , Omerli,5,1,280,0,3,110000,E
 Kagithane , Seyrantepe,2,1,130,3,8,55000,C+
 Kagithane , Caglayan,2,1,65,10,1,30000,C+
 Gaziosmanpasa , Barbaros Hayrettinpasa,2,1,100,25,3,17000,E
 Sisli , Gulbahar,2,1,140,32,4,35000,B+
 Sariyer , Pinar,1,1,50,35,0,11000,E
 Kucukcekmece , Yesilova,1,1,65,31,2,9000,C
 Besiktas , Levazim,2,1,190,9,15,270000,A+
 Besiktas , Turkali,1,1,60,31,-1,15000,A
 Bayrampasa , Altintepsi,2,1,84,33,2,20000,C
 Sisli , Tesvikiye,3,1,170,31,1,80000,A
 Beyoglu , Cihangir,1,1,75,31,2,59500,B
 Adalar , Maden,3,2,70,40,1,32250,C+
 Beyoglu , Kalyoncu Kullugu,1,0,25,40,1,21500,C
 Beykoz , Pasabahce,3,1,120,25,4,30000,C+
 Basaksehir , Bahcesehir 1. Kisim,4,1,170,15,-1,54000,B+
 Fatih , Hirka-i Serif,2,1,90,25,2,20000,D
 Bakirkoy , Yesilkoy,4,1,300,31,0,100000,A+
 Bakirkoy , Kartaltepe,2,1,65,16,0,25500,D
 Kucukcekmece , Fatih,2,1,95,40,2,15000,E
 Sariyer , Tarabya,2,1,100,18,0,16000,A+
 Sisli , Fulya,3,1,245,5,9,140000,A
 Besiktas , Gayrettepe,1,1,57,0,2,46000,A+
 Esenyurt , Turgut Ozal,1,0,39,0,2,15000,D
 Esenyurt , Ucevler,1,1,75,5,13,12500,C
 Sisli , Ferikoy,2,1,80,15,3,45000,B
 Kagithane , Sultan Selim,2,1,100,31,1,17000,D
 Uskudar , Cengelkoy,3,1,120,45,1,19500,B
 Avcilar , Mustafa Kemal Pasa,2,1,100,22,2,16000,E
 Kadikoy , Rasimpasa,1,0,30,30,2,19000,A+
 Kucukcekmece , Yeni Mahalle,2,1,95,0,2,28000,D
 Gungoren , Gencosman,2,1,100,30,4,20000,E
